2,634,0.05
2,646,0.05
2,659,0.05
2,662,0.05
2,666,0.05
2,687,0.05
2,719,0.05
2,720,0.05
2,740,0.20
2,746,0.05
2,777,0.20
2,786,0.20
2,804,0.05
2,855,0.05
2,871,0.05
2,900,0.20
2,906,0.05
2,912,0.05
2,934,0.05
2,958,0.05
2,966,0.05
2,979,0.05
2,980,0.05
3,0,0.05
3,1,0.20
3,2,0.05
3,4,0.05
3,5,0.05
3,6,0.05
3,7,0.05
3,8,0.20
3,9,0.05
3,10,0.05
3,11,0.05
3,12,0.05
3,13,0.05
3,14,0.05
3,15,0.05
3,16,0.05
3,17,0.05
3,18,0.20
3,19,0.05
3,20,0.05
3,21,0.05
3,23,0.05
3,28,0.05
3,30,0.20
3,31,0.05
3,34,0.05
3,38,0.05
3,43,0.20
3,51,0.20
3,52,0.05
3,54,0.05
3,55,0.05
3,59,0.05
3,60,0.20
3,68,0.20
3,71,0.05
3,74,0.05
3,76,0.05
3,77,0.20
3,79,0.05
3,94,0.20
3,102,0.05
3,105,0.05
3,120,0.05
3,122,0.05
3,126,0.05
3,134,0.05
3,139,0.20
3,154,0.05
3,164,0.05
3,166,0.05
3,171,0.05
3,175,0.05
3,181,0.20
3,196,0.20
3,198,0.05
3,202,0.05
3,211,0.05
3,212,0.20
3,217,0.05
3,219,0.20
3,232,0.20
3,251,0.05
3,262,0.05
3,263,0.20
3,267,0.05
3,282,0.20
3,283,0.05
3,284,0.05
3,295,0.05
3,296,0.05
3,297,0.05
3,312,0.05
3,313,0.05
3,321,0.05
3,336,0.05
3,352,0.20
3,383,0.05
3,427,0.05
3,428,0.20
3,433,0.20
3,443,0.05
3,463,0.05
3,467,0.05
3,469,0.05
3,483,0.05
3,498,0.05
3,518,0.05
3,549,0.05
3,550,0.05
3,558,0.20
3,575,0.05
3,599,0.20
3,608,0.05
3,646,0.05
3,647,0.20
3,653,0.05
3,668,0.05
3,708,0.05
3,719,0.05
3,730,0.05
3,734,0.05
3,781,0.20
3,782,0.05
3,804,0.05
3,811,0.05
3,814,0.05
3,817,0.05
3,829,0.20
3,835,0.05
3,861,0.20
3,867,0.05
3,874,0.20
3,897,0.05
3,909,0.20
3,924,0.20
3,944,0.05
4,0,0.20
4,1,0.05
4,2,0.05
4,3,0.05
4,5,0.05
4,6,0.05
4,7,0.05
4,8,0.05
4,9,0.05
4,10,0.20
4,11,0.05
4,12,0.05
4,13,0.05
4,14,0.20
4,15,0.20
4,16,0.05
4,17,0.05
4,18,0.20
4,19,0.05
4,20,0.05
4,21,0.05
4,22,0.05
4,23,0.05
4,26,0.05
4,28,0.20
4,30,0.05
4,31,0.20
4,35,0.05
4,37,0.20
4,38,0.05
4,40,0.20
4,42,0.05
4,44,0.05
4,45,0.20
4,48,0.05
4,50,0.05
4,52,0.05
4,60,0.05
4,62,0.05
4,64,0.05
4,68,0.05
4,84,0.20
4,85,0.05
4,87,0.05
4,88,0.05
4,91,0.05
4,92,0.05
4,106,0.05
4,107,0.05
4,110,0.05
4,111,0.05
4,112,0.05
4,116,0.05
4,163,0.05
4,164,0.05
4,180,0.05
4,188,0.05
4,189,0.05
4,191,0.20
4,201,0.05
4,214,0.05
4,217,0.05
4,228,0.05
4,230,0.05
4,231,0.05
4,237,0.05
4,246,0.20
4,261,0.20
4,262,0.05
4,264,0.05
4,289,0.05
4,292,0.20
4,294,0.05
4,295,0.05
4,301,0.20
4,329,0.05
4,332,0.20
4,333,0.20
4,336,0.20
4,343,0.05
4,345,0.05
4,347,0.05
4,376,0.05
4,393,0.05
4,397,0.05
4,412,0.05
4,413,0.05
4,415,0.05
4,419,0.20
4,421,0.05
4,423,0.20
4,426,0.05
4,438,0.05
4,443,0.05
4,461,0.05
4,467,0.05
4,469,0.05
4,470,0.05
4,481,0.20
4,507,0.05
4,508,0.20
4,513,0.05
4,521,0.05
4,540,0.05
4,551,0.20
4,563,0.20
4,578,0.05
4,580,0.05
4,589,0.05
4,615,0.05
4,625,0.05
4,628,0.05
4,644,0.05
4,651,0.05
4,670,0.05
4,672,0.05
4,692,0.05
4,696,0.05
4,702,0.20
4,724,0.20
4,741,0.05
4,792,0.05
4,793,0.05
4,801,0.20
4,819,0.05
4,838,0.05
4,842,0.05
4,885,0.05
4,891,0.05
4,899,0.05
4,910,0.05
4,912,0.05
4,919,0.05
4,928,0.05
4,948,0.05
4,962,0.05
4,982,0.05
4,987,0.20
4,998,0.20
5,0,0.05
5,1,0.20
5,2,0.05
5,3,0.05
5,4,0.05
5,6,0.05
5,7,0.05
5,8,0.05
5,9,0.05
5,10,0.05
5,11,0.20
5,12,0.05
5,13,0.05
5,14,0.05
5,15,0.05
5,16,0.20
5,17,0.05
5,18,0.05
5,19,0.05
5,20,0.05
5,22,0.05
5,23,0.05
5,25,0.05
5,26,0.20
5,27,0.20
5,28,0.05
5,33,0.05
5,38,0.05
5,39,0.05
5,41,0.05
5,42,0.05
5,47,0.20
5,50,0.05
5,51,0.20
5,55,0.05
5,56,0.20
5,57,0.05
5,64,0.20
5,71,0.05
5,72,0.05
5,86,0.05
5,87,0.05
5,91,0.20
5,92,0.05
5,93,0.05
5,105,0.05
5,110,0.05
5,111,0.05
5,113,0.05
5,117,0.05
5,122,0.05
5,123,0.05
5,133,0.20
5,135,0.05
5,136,0.05
5,148,0.05
5,149,0.05
5,157,0.20
5,179,0.05
5,182,0.05
5,195,0.05
5,199,0.05
5,205,0.05
5,207,0.05
5,209,0.05
5,213,0.05
5,219,0.05
5,220,0.20
5,222,0.05
5,229,0.20
5,231,0.20
5,235,0.05
5,236,0.20
5,238,0.05
5,242,0.05
5,244,0.20
5,257,0.05
5,270,0.20
5,272,0.20
5,275,0.05
5,297,0.20
5,324,0.05
5,327,0.20
5,334,0.20
5,348,0.05
5,351,0.05
5,353,0.05
5,371,0.05
5,373,0.05
5,374,0.05
5,400,0.05
5,405,0.05
5,415,0.05
5,416,0.05
5,419,0.05
5,422,0.05
5,426,0.05
5,429,0.05
5,439,0.05
5,445,0.05
5,446,0.05
5,458,0.05
5,459,0.05
5,468,0.20
5,471,0.05
5,483,0.05
5,499,0.05
5,507,0.05
5,528,0.05
5,541,0.20
5,559,0.05
5,567,0.05
5,590,0.05
5,591,0.20
5,593,0.05
5,594,0.05
5,603,0.05
5,606,0.20
5,620,0.05
5,645,0.05
5,649,0.05
5,655,0.05
5,693,0.05
5,694,0.05
5,696,0.05
5,727,0.05
5,738,0.05
5,749,0.05
5,758,0.05
5,774,0.05
5,810,0.05
5,826,0.05
5,857,0.05
5,873,0.05
5,908,0.05
5,945,0.20
5,955,0.05
5,960,0.05
5,964,0.20
5,974,0.05
5,999,0.05
6,0,0.05
6,1,0.05
6,2,0.05
6,3,0.05
6,4,0.05
6,5,0.05
6,7,0.05
6,8,0.20
6,9,0.05
6,10,0.05
6,11,0.20
6,12,0.05
6,13,0.20
6,14,0.05
6,15,0.05
6,16,0.05
6,17,0.05
6,18,0.05
6,19,0.05
6,20,0.05
6,21,0.05
6,22,0.05
6,24,0.05
6,25,0.05
6,29,0.05
6,30,0.05
6,37,0.05
6,41,0.20
6,43,0.05
6,44,0.05
6,45,0.05
6,46,0.05
6,47,0.20
6,54,0.20
6,57,0.20
6,58,0.05
6,59,0.05
6,69,0.05
6,76,0.05
6,78,0.05
6,79,0.05
6,80,0.05
6,81,0.05
6,84,0.05
6,98,0.05
6,117,0.05
6,124,0.05
6,134,0.20
6,142,0.05
6,143,0.05
6,144,0.05
6,145,0.05
6,147,0.05
6,150,0.05
6,152,0.20
6,158,0.20
6,161,0.05
6,170,0.05
6,181,0.05
6,190,0.20
6,194,0.05
6,200,0.05
6,218,0.05
6,233,0.05
6,235,0.05
6,247,0.20
6,251,0.05
6,259,0.05
6,270,0.05
6,273,0.20
6,280,0.05
6,290,0.05
6,304,0.05
6,310,0.05
6,313,0.05
6,320,0.05
6,343,0.05
6,345,0.05
6,351,0.20
6,382,0.20
6,405,0.05
6,410,0.05
6,411,0.05
6,419,0.20
6,435,0.05
6,437,0.05
6,438,0.20
6,452,0.05
6,484,0.05
6,492,0.05
6,496,0.20
6,512,0.05
6,513,0.05
6,525,0.05
6,547,0.05
6,550,0.05
6,575,0.05
6,601,0.05
6,608,0.05
6,649,0.20
6,660,0.05
6,680,0.05
6,682,0.05
6,717,0.05
6,742,0.20
6,746,0.20
6,749,0.05
6,768,0.05
6,807,0.05
6,812,0.05
6,853,0.05
6,879,0.05
6,908,0.20
6,916,0.05
6,963,0.20
6,968,0.05
6,980,0.05
7,0,0.20
7,1,0.05
7,2,0.20
7,3,0.05
7,4,0.05
7,5,0.05
7,6,0.05
7,8,0.05
7,9,0.05
7,10,0.05
7,11,0.05
7,12,0.05
7,13,0.20
7,14,0.05
7,15,0.05
7,16,0.05
7,17,0.20
7,18,0.05
7,19,0.05
7,20,0.05
7,21,0.05
7,22,0.20
7,24,0.20
7,25,0.20
7,26,0.05
7,27,0.05
7,29,0.05
7,32,0.20
7,34,0.05
7,35,0.05
7,36,0.05
7,37,0.05
7,42,0.05
7,43,0.05
7,44,0.05
7,46,0.05
7,48,0.05
7,50,0.05
7,54,0.05
7,58,0.05
7,61,0.05
7,67,0.20
7,69,0.20
7,70,0.05
7,72,0.05
7,74,0.05
7,76,0.05
7,79,0.05
7,82,0.05
7,83,0.20
7,85,0.05
7,87,0.05
7,88,0.20
7,90,0.05
7,96,0.05
7,98,0.05
7,119,0.05
7,120,0.20
7,129,0.05
7,130,0.05
7,133,0.05
7,135,0.05
7,138,0.05
7,139,0.05
7,140,0.05
7,141,0.05
7,148,0.05
7,152,0.05
7,155,0.05
7,158,0.05
7,160,0.05
7,166,0.05
7,167,0.05
7,173,0.05
7,179,0.05
7,181,0.20
7,182,0.20
7,185,0.05
7,192,0.05
7,198,0.20
7,206,0.05
7,208,0.05
7,213,0.05
7,216,0.05
7,234,0.05
7,237,0.20
7,240,0.05
7,241,0.20
7,246,0.05
7,250,0.05
7,257,0.05
7,258,0.05
7,265,0.05
7,269,0.05
7,270,0.05
7,275,0.05
7,286,0.05
7,292,0.05
7,324,0.20
7,329,0.05
7,336,0.05
7,339,0.05
7,343,0.05
7,349,0.05
7,355,0.05
7,357,0.05
7,358,0.05
7,360,0.05
7,363,0.05
7,365,0.05
7,373,0.05
7,382,0.05
7,384,0.05
7,388,0.05
7,391,0.05
7,401,0.05
7,419,0.05
7,422,0.05
7,432,0.05
7,441,0.20
7,450,0.05
7,454,0.20
7,455,0.05
7,463,0.05
7,470,0.20
7,474,0.20
7,475,0.05
7,481,0.05
7,501,0.05
7,504,0.05
7,511,0.05
7,515,0.05
7,516,0.05
7,525,0.05
7,538,0.05
7,548,0.05
7,552,0.20
7,553,0.05
7,554,0.05
7,570,0.05
7,571,0.05
7,584,0.05
7,592,0.05
7,604,0.05
7,608,0.05
7,611,0.05
7,613,0.20
7,617,0.20
7,622,0.05
7,632,0.05
7,648,0.20
7,662,0.20
7,667,0.05
7,697,0.05
7,707,0.05
7,727,0.05
7,734,0.05
7,737,0.05
7,751,0.05
7,762,0.05
7,772,0.05
7,773,0.05
7,809,0.20
7,813,0.05
7,815,0.20
7,831,0.20
7,835,0.20
7,852,0.20
7,861,0.05
7,885,0.05
7,900,0.20
7,923,0.05
7,934,0.05
7,938,0.05
7,947,0.05
7,955,0.05
7,965,0.05
7,971,0.05
7,982,0.05
7,988,0.05
7,989,0.05
8,0,0.20
8,1,0.05
8,2,0.05
8,3,0.20
8,4,0.05
8,5,0.05
8,6,0.20
8,7,0.05
8,9,0.20
8,10,0.05
8,11,0.05
8,12,0.05
8,13,0.05
8,14,0.20
8,15,0.05
8,16,0.05
8,17,0.05
8,18,0.05
8,19,0.20
8,20,0.05
8,21,0.05
8,22,0.05
8,23,0.05
8,27,0.20
8,29,0.05
8,31,0.05
8,35,0.05
8,38,0.05
8,47,0.20
8,52,0.05
8,63,0.05
8,66,0.05
8,67,0.05
8,68,0.05
8,81,0.05
8,90,0.20
8,94,0.05
8,122,0.05
8,123,0.05
8,135,0.05
8,137,0.05
8,139,0.05
8,140,0.05
8,147,0.05
8,152,0.05
8,154,0.05
8,160,0.20
8,167,0.05
8,174,0.05
8,177,0.05
8,178,0.05
8,192,0.20
8,201,0.05
8,207,0.20
8,211,0.05
8,215,0.05
8,220,0.05
8,223,0.05
8,231,0.05
8,233,0.05
8,239,0.05
8,260,0.05
8,265,0.20
8,271,0.05
8,288,0.05
8,298,0.05
8,299,0.05
8,301,0.20
8,304,0.05
8,324,0.05
8,328,0.05
8,333,0.05
8,335,0.05
8,339,0.05
8,341,0.20
8,346,0.05
8,348,0.05
8,353,0.05
8,360,0.20
8,365,0.05
8,383,0.05
8,389,0.05
8,391,0.05
8,392,0.05
8,395,0.05
8,398,0.05
8,399,0.05
8,401,0.05
8,407,0.05
8,420,0.05
8,428,0.05
8,459,0.05
8,470,0.05
8,498,0.05
8,522,0.05
8,533,0.05
8,536,0.05
8,546,0.05
8,562,0.05
8,565,0.20
8,571,0.05
8,577,0.20
8,581,0.05
8,600,0.05
8,614,0.05
8,618,0.05
8,625,0.20
8,636,0.05
8,643,0.05
8,647,0.20
8,704,0.05
8,708,0.05
8,750,0.05
8,756,0.05
8,776,0.05
8,787,0.05
8,794,0.05
8,805,0.05
8,846,0.05
8,848,0.05
8,853,0.05
8,868,0.05
8,873,0.05
8,886,0.05
8,930,0.05
8,931,0.05
8,942,0.05
8,946,0.05
8,949,0.05
8,981,0.20
9,0,0.05
9,1,0.05
9,2,0.05
9,3,0.05
9,4,0.05
9,5,0.05
9,6,0.05
9,7,0.05
9,8,0.20
9,10,0.05
9,11,0.05
9,12,0.05
9,13,0.05
9,14,0.05
9,15,0.05
9,16,0.05
9,17,0.05
9,18,0.20
9,19,0.05
9,20,0.20
9,24,0.05
9,26,0.05
9,27,0.20
9,30,0.05
9,35,0.05
9,37,0.05
9,41,0.05
9,46,0.05
9,48,0.20
9,55,0.05
9,60,0.20
9,70,0.05
9,77,0.20
9,84,0.05
9,87,0.05
9,92,0.05
9,95,0.05
9,97,0.05
9,99,0.05
9,102,0.05
9,103,0.20
9,109,0.05
9,110,0.20
9,116,0.05
9,119,0.05
9,123,0.05
9,126,0.05
9,128,0.20
9,131,0.05
9,138,0.05
9,145,0.05
9,152,0.05
9,153,0.05
9,170,0.20
9,173,0.20
9,192,0.05
9,201,0.05
9,202,0.05
9,206,0.05
9,234,0.05
9,249,0.05
9,251,0.05
9,254,0.05
9,260,0.05
9,263,0.20
9,282,0.20
9,299,0.05
9,311,0.05
9,313,0.05
9,314,0.05
9,318,0.05
9,320,0.05
9,321,0.05
9,329,0.05
9,334,0.05
9,349,0.05
9,350,0.20
9,351,0.05
9,352,0.20
9,370,0.05
9,371,0.20
9,376,0.05
9,390,0.05
9,392,0.05
9,408,0.05
9,410,0.05
9,439,0.05
9,524,0.20
9,531,0.05
9,540,0.05
9,544,0.05
9,570,0.05
9,572,0.05
9,576,0.05
9,605,0.05
9,610,0.05
9,613,0.05
9,616,0.05
9,623,0.05
9,647,0.05
9,661,0.05
9,674,0.05
9,690,0.20
9,706,0.20
9,721,0.05
9,732,0.05
9,740,0.05
9,778,0.05
9,790,0.05
9,829,0.05
9,830,0.05
9,835,0.05
9,902,0.05
9,908,0.05
9,912,0.20
9,952,0.05
10,0,0.05
10,1,0.05
10,2,0.05
10,3,0.05
10,4,0.20
10,5,0.05
10,6,0.05
10,7,0.05
10,8,0.05
10,9,0.05
10,11,0.05
10,12,0.20
10,13,0.05
10,14,0.05
10,15,0.20
10,16,0.05
10,17,0.05
10,18,0.05
10,19,0.20
10,20,0.05
10,22,0.05
10,25,0.05
10,27,0.20
10,31,0.20
10,32,0.05
10,39,0.05
10,44,0.05
10,45,0.05
10,50,0.05
10,67,0.05
10,71,0.20
10,74,0.05
10,75,0.05
10,79,0.05
10,81,0.20
10,85,0.05
10,96,0.05
10,97,0.05
10,100,0.20
10,103,0.05
10,105,0.20
10,109,0.20
10,115,0.05
10,118,0.05
10,129,0.05
10,133,0.05
10,141,0.05
10,148,0.05
10,157,0.05
10,179,0.05
10,184,0.20
10,185,0.05
10,198,0.05
10,200,0.05
10,201,0.20
10,208,0.20
10,234,0.05
10,242,0.05
10,244,0.05
10,249,0.20
10,250,0.05
10,263,0.05
10,274,0.20
10,275,0.05
10,277,0.05
10,278,0.20
10,280,0.05
10,286,0.05
10,291,0.05
10,300,0.20
10,305,0.20
10,338,0.05
10,375,0.05
10,379,0.05
10,397,0.05
10,431,0.05
10,435,0.05
10,444,0.20
10,451,0.20
10,452,0.05
10,474,0.05
10,480,0.05
10,488,0.05
10,515,0.05
10,528,0.20
10,551,0.05
10,567,0.20
10,577,0.20
10,578,0.05
10,583,0.20
10,585,0.20
10,593,0.05
10,599,0.05
10,610,0.20
10,615,0.20
10,667,0.05
10,673,0.05
10,704,0.05
10,719,0.05
10,733,0.05
10,746,0.05
10,810,0.05
10,821,0.05
10,822,0.05
10,860,0.05
10,879,0.05
10,881,0.05
10,905,0.05
10,967,0.05
10,972,0.05
10,977,0.05
10,994,0.05
11,0,0.20
11,1,0.05
11,2,0.05
11,3,0.05
11,4,0.05
11,5,0.20
11,6,0.20
11,7,0.05
11,8,0.05
11,9,0.05
11,10,0.05
11,12,0.05
11,13,0.05
11,14,0.05
11,15,0.20
11,16,0.20
11,17,0.05
11,18,0.05
11,19,0.20
11,20,0.05
11,23,0.05
11,24,0.05
11,25,0.05
11,32,0.20
11,38,0.05
11,39,0.05
11,42,0.05
11,44,0.05
11,45,0.05
11,52,0.05
11,54,0.20
11,55,0.05
11,58,0.05
11,61,0.05
11,64,0.20
11,69,0.20
11,70,0.20
11,71,0.05
11,77,0.20
11,78,0.05
11,84,0.20
11,89,0.05
11,95,0.05
11,97,0.05
11,99,0.05
11,109,0.20
11,110,0.05
11,115,0.20
11,131,0.05
11,133,0.05
11,140,0.05
11,143,0.05
11,150,0.05
11,157,0.05
11,162,0.05
11,168,0.05
11,171,0.05
11,190,0.20
11,194,0.20
11,204,0.05
11,210,0.05
11,212,0.05
11,218,0.05
11,219,0.20
11,223,0.05
11,227,0.05
11,237,0.20
11,248,0.05
11,265,0.05
11,277,0.20
11,281,0.05
11,286,0.20
11,298,0.20
11,325,0.05
11,348,0.20
11,353,0.20
11,356,0.20
11,363,0.20
11,389,0.05
11,396,0.05
11,402,0.05
11,411,0.05
11,418,0.05
11,421,0.20
11,422,0.05
11,448,0.05
11,453,0.05
11,469,0.05
11,483,0.05
11,487,0.05
11,493,0.05
11,495,0.20
11,497,0.05
11,511,0.05
11,512,0.05
11,514,0.05
11,523,0.05
11,535,0.05
11,538,0.05
11,543,0.05
11,547,0.05
11,548,0.05
11,554,0.05
11,555,0.20
11,567,0.05
11,589,0.05
11,605,0.05
11,627,0.05
11,633,0.05
11,642,0.05
11,656,0.05
11,665,0.05
11,669,0.05
11,673,0.20
11,686,0.05
11,693,0.05
11,694,0.05
11,706,0.05
11,714,0.05
11,729,0.05
11,732,0.05
11,736,0.05
11,754,0.05
11,765,0.05
11,769,0.05
11,774,0.05
11,777,0.20
11,785,0.05
11,789,0.05
11,798,0.05
11,799,0.05
11,840,0.20
11,842,0.05
11,844,0.05
11,845,0.05
11,855,0.05
11,871,0.05
11,880,0.20
11,887,0.20
11,949,0.05
11,957,0.05
11,983,0.05
11,998,0.05
12,0,0.05
12,1,0.05
12,2,0.05
12,3,0.05
12,4,0.05
12,5,0.05
12,6,0.05
12,7,0.05
12,8,0.05
12,9,0.05
12,10,0.20
12,11,0.05
12,13,0.05
12,14,0.20
12,15,0.05
12,16,0.05
12,17,0.05
12,18,0.05
12,19,0.05
12,20,0.05
12,21,0.05
12,22,0.20
12,27,0.05
12,31,0.05
12,40,0.05
12,47,0.05
12,51,0.05
12,55,0.05
12,69,0.05
12,76,0.05
12,79,0.20
12,85,0.05
12,88,0.05
12,98,0.05
12,105,0.05
12,109,0.05
12,115,0.05
12,121,0.05
12,128,0.20
12,131,0.05
12,137,0.20
12,138,0.05
12,146,0.05
12,150,0.05
12,157,0.20
12,158,0.05
12,184,0.05
12,191,0.05
12,197,0.20
12,198,0.05
12,206,0.05
12,207,0.05
12,222,0.20
12,227,0.05
12,241,0.05
12,247,0.20
12,253,0.05
12,254,0.05
12,265,0.05
12,270,0.20
12,273,0.05
12,276,0.20
12,286,0.05
12,303,0.05
12,319,0.05
12,321,0.05
12,326,0.05
12,337,0.05
12,338,0.20
12,342,0.20
12,343,0.05
12,353,0.05
12,372,0.20
12,377,0.20
12,378,0.20
12,389,0.05
12,409,0.05
12,417,0.05
12,424,0.05
12,436,0.05
12,441,0.05
12,452,0.05
12,474,0.05
12,479,0.05
12,496,0.05
12,501,0.05
12,506,0.05
12,526,0.05
12,532,0.05
12,538,0.05
12,546,0.05
12,569,0.05
12,581,0.05
12,592,0.05
12,634,0.05
12,639,0.20
12,647,0.05
12,655,0.05
12,695,0.05
12,766,0.20
12,777,0.20
12,803,0.05
12,814,0.05
12,819,0.20
12,849,0.05
12,866,0.05
12,867,0.20
12,875,0.05
12,880,0.20
12,887,0.05
12,920,0.05
12,925,0.05
12,938,0.05
12,945,0.20
12,961,0.05
12,966,0.20
12,972,0.05
13,0,0.05
13,1,0.05
13,2,0.05
13,3,0.05
13,4,0.05
13,5,0.05
13,6,0.20
13,7,0.20
13,8,0.05
13,9,0.05
13,10,0.05
13,11,0.05
13,12,0.05
13,14,0.05
13,15,0.05
13,16,0.05
13,17,0.05
13,18,0.05
13,19,0.05
13,20,0.05
13,21,0.05
13,26,0.05
13,27,0.05
13,28,0.05
13,29,0.05
13,30,0.05
13,31,0.20
13,32,0.05
13,40,0.05
13,43,0.05
13,44,0.20
13,48,0.05
13,49,0.05
13,53,0.05
13,55,0.05
13,58,0.05
13,60,0.20
13,62,0.20
13,63,0.05
13,66,0.05
13,68,0.20
13,70,0.05
13,72,0.20
13,74,0.05
13,75,0.05
13,78,0.05
13,94,0.05
13,98,0.20
13,101,0.05
13,102,0.20
13,124,0.05
13,129,0.05
13,140,0.20
13,166,0.05
13,172,0.05
13,177,0.05
13,180,0.05
13,182,0.05
13,196,0.05
13,205,0.05
13,234,0.20
13,238,0.05
13,240,0.20
13,252,0.05
13,264,0.20
13,271,0.05
13,278,0.20
13,284,0.05
13,305,0.05
13,334,0.05
13,342,0.20
13,347,0.20
13,357,0.20
13,381,0.20
13,386,0.05
13,391,0.05
13,397,0.05
13,398,0.05
13,407,0.05
13,414,0.05
13,426,0.05
13,430,0.05
13,435,0.20
13,437,0.05
13,456,0.05
13,510,0.20
13,515,0.05
13,517,0.20
13,532,0.05
13,539,0.05
13,547,0.05
13,551,0.05
13,571,0.05
13,574,0.05
13,580,0.20
13,595,0.05
